Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
62621,M,T,K,COMERCIAL,,
62622,76.513.572-9,2025-07-24,,,,
62623,77.233.301-3,VP,Consulting,Spa,2025-07-24,
LDS,INGENIERIA,&,,,,
62624,76.259.673-3,CONSTRUCCIONES,2025-07-24,,,
62625,77.584.311-K,TECNOSERVICHILE,SPA,2025-07-24,,
62626,96.969.640-1,METALMECANICO,E,2025-07-24,,
INDUSTRIALES,S,A,,,,
62627,76.653.112-1,2025-07-24,,,,
62628,78.237.270-K,JAVIER,ADOLFO,Y,CIA,2025-07-24
62629,77.059.746-3,Waves,Tech,SpA,2025-07-24,
62630,77.584.374-8,KARUKINKA,FILMS,SPA,2025-07-24,
DISTRIBUIDORA,ISLA,DEL,,,,
62631,96.545.810-7,2025-07-24,,,,
