Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
76.896.860-8,LAZCANO,LEYTON,CLIMATIZACIONES,SPA,2025-07-24,,
71013,77.625.127-5,LARU,SPA,2025-07-24,,,
CONSULTORA,Y,SERVICIOS,PROFESIONALES,RE-,,,
71014,77.919.027-7,2025-07-24,,,,,
71015,77.433.874-8,"ARQUITECTURA,",DISEÑO,Y,CONSTRUCCION,SPA,2025-07-24
71016,76.336.423-2,ediciones,babieca,limitada,2025-07-24,,
71017,77.625.740-0,SOC,COMERCIALIZADORA,GIGA,BYTE,LIMITADA,2025-07-24
71018,77.331.851-4,ISSOCOM,SPA,2025-07-24,,,
71019,77.322.014-K,ASESORIAS,GESTION,JB,SPA,2025-07-24,
71020,76.905.716-1,SMARTCAMPUS,SPA,2025-07-24,,,
71021,76.337.109-3,NASTEC,2025-07-24,,,,
CORREDORA,DE,SEGUROS,MARIA,CRISTINA,RUIZ,,
71022,76.898.644-4,2025-07-24,,,,,
71023,77.354.225-2,PROINGENIERIA,SPA,2025-07-24,,,
