Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.487.983-8,ELECTRICLIMA,SPA,2025-07-24,,,,
74025,77.560.783-1,KASAR,INGENIERIA,SPA,2025-07-24,,
74026,77.733.135-3,DONCELLA,SPA,2025-07-24,,,
74027,77.006.433-3,2025-07-24,,,,,
SERVICIOS,JOSÉ,MIGUEL,,,,,
74028,77.488.538-2,2025-07-24,,,,,
74029,77.561.213-4,AUDIOFTALMICA,SPA,2025-07-24,,,
AYANCAN,INGENIERIA,Y,,,,,
74030,77.733.298-8,2025-07-24,,,,,
74031,77.488.668-0,OK,RENT,A,CAR,SPA,2025-07-24
74032,77.579.478-K,ELTIT,ARQUITECTOS,SPA,2025-07-24,,
SOCIEDAD,COMERCIAL,Y,,,,,
74033,77.025.851-0,PUBLICITARIA,ALTAVISION,2025-07-24,,,
SOC,MEIER,Y,MEIER,,,,
74034,77.511.490-8,2025-07-24,,,,,
74035,77.488.753-9,EFIVEN,SPA,2025-07-24,,,
