Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
36307,Servicios,de,Automatizacion,,,
Jorge,Eduardo,Oyarce,E,,,
FLORES,E,HIJOS,,,,
36308,77.448.571-6,2025-07-24,,,,
36309,77.412.396-2,MARSANC,GROUP,SPA,2025-07-24,
36310,76.479.369-2,2025-07-24,,,,
INTEGRA,ÓPTICA,WALTER,,,,
36311,77.413.123-K,2025-07-24,,,,
36312,77.413.857-9,2025-07-24,,,,
SOCIEDAD,DE,SERVICIOS,,,,
MEDICOS,E,INVERSIONES,,,,
36313,77.449.168-6,2025-07-24,,,,
SALUD,QUE,VALE,,,,
36314,77.413.859-5,ELECTRONICA,Y,2025-07-24,,
MECATRONICA,DEL,MAULE,,,,
36315,76.480.438-4,AUDIOVOX,PRODUCCIONES,2025-07-24,,
COMERCIAL,OSCAR,PEREZ,,,,
36316,77.413.936-2,2025-07-24,,,,
