Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.837.131-8,METAL,OBRAS,SPA,2025-07-24,,,
69446,77.353.051-3,2025-07-24,,,,,
IVIAL,SERVICIOS,Y,,,,,
69447,76.623.919-6,2025-07-24,,,,,
69448,77.244.852-K,IMPORTADORA,LIDEART,2025-07-24,,,
69449,77.264.882-0,C,&,A,INGENIERIA,SPA,2025-07-24
69450,77.355.082-4,ISENTINEL,SPA,2025-07-24,,,
69451,77.328.259-5,2025-07-24,,,,,
69452,77.245.764-2,RYL,INSTALACIONES,SPA,2025-07-24,,
69453,76.837.235-7,TALLER,FVK,SPA,2025-07-24,,
69454,77.855.207-8,2025-07-24,,,,,
69455,76.624.489-0,Diego,Nicolas,2025-07-24,,,
