Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
ASESORIAS,Y,GESTION,,,,
106022,77.978.949-7,PROFESIONAL,CACERES,2025-07-24,,
106023,77.979.479-2,CONSTRUCCION,PABLO,2025-07-24,,
SILVA,ZUÑIGA,E.I.R.L.,,,,
106024,77.979.608-6,COMERCIAL,TAAN,SPA,2025-07-24,
106025,77.979.826-7,2025-07-24,,,,
106026,77.980.013-K,2025-07-24,,,,
106027,77.980.215-9,DROGUERIA,ISIMED,SPA,2025-07-24,
STRATA,INGENIERÍA,Y,,,,
106028,77.980.824-6,2025-07-24,,,,
106029,77.982.067-K,2025-07-24,,,,
106030,77.982.723-2,2025-07-24,,,,
106031,77.982.728-3,2025-07-24,,,,
