Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.278.152-0,JNS,SPA,2025-07-24,,,
63602,77.095.205-0,DENTALMAX,H&L,SPA,2025-07-24,
63603,77.008.828-3,SYP,ASISTENCIA,2025-07-24,,
TECNICA,E,INGE,,,,
63604,76.305.139-0,2025-07-24,,,,
63605,77.615.566-7,PORTAL,ÁGORA,SPA,2025-07-24,
LEON,MORALES,DIEGO,,,,
63606,76.553.690-1,ALONSO,DISENO,Y,2025-07-24,
63607,77.092.762-5,INGENIERIA,GMT,2025-07-24,,
63608,76.039.432-7,2025-07-24,,,,
63609,77.278.997-1,CHILE,4,SPA,2025-07-24,
63610,77.013.813-2,PRIMA,CHILE,SPA,2025-07-24,
63611,77.093.633-0,2025-07-24,,,,
