Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
64577,PAULINA,CABRERA,,,,
64578,77.132.156-9,2025-07-24,,,,
LIPORACHI,ROJAS,SPA,,,,
VENTAS.,Y,SERVICIOS,,,,
64579,76.348.635-4,PODOLOGIA,Y,SALUD,2025-07-24,
64580,77.041.778-3,INVERSIONES,WINFIT,SPA,2025-07-24,
64581,77.076.539-0,ARGA,INNOVA,SPA,2025-07-24,
proqualitas,consultores,s.,,,,
64582,76.062.498-5,2025-07-24,,,,
GUZMAN,Y,SCHMIDT,,,,
64583,77.130.740-K,2025-07-24,,,,
64584,76.605.898-1,EL,QUEBRACHO,SPA,2025-07-24,
64585,77.662.373-3,MRC,SPA,2025-07-24,,
SOCIEDAD,MEDICA,E,,,,
64586,77.053.277-9,2025-07-24,,,,
INVERSIONES,SAGA,SPA,,,,
64587,77.150.583-K,2025-07-24,,,,
