Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
102790,INGENIERIA,Y,SERVICIOS,,,,
102791,76.237.019-0,MAXI,MOBILITY,CHILE,II,SPA,2025-07-24
Empresa,de,Transportes,,,,,
102792,76.238.156-7,2025-07-24,,,,,
102793,76.238.354-3,2025-07-24,,,,,
INDIVIDUAL,DE,RESPO,,,,,
102794,76.238.786-7,2025-07-24,,,,,
102795,76.239.340-9,JAISER,CHILE,SPA,2025-07-24,,
102796,76.239.533-9,Constructora,SyP,Ltda.,2025-07-24,,
102797,76.239.765-K,2025-07-24,,,,,
102798,76.240.476-1,Niño,Bueno,Producciones,2025-07-24,,
SOCIEDAD,COMERCIAL,23,,,,,
102799,76.243.102-5,2025-07-24,,,,,
KY,2,EST,LTDA.,,,,
102800,76.244.993-5,BELLAVISTA,SPA,2025-07-24,,,
