Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.143.662-5,ARIDOS,RANCHO,LOBOS,2025-07-24,,
59797,76.905.121-K,JPH,CL,SPA,2025-07-24,
EMPRESA,DE,SERVICIOS,,,,
59798,76.377.281-0,AUTOMOTRICES,2025-07-24,,,
59799,76.957.321-6,CONSTRUCTORA,CPU,2025-07-24,,
INGENIERIA,Y,SERVICIOS,,,,
59800,76.874.902-7,2025-07-24,,,,
59801,78.102.170-9,2025-07-24,,,,
ASESORÍA,Y,GESTIÓN,,,,
59802,77.481.899-5,PARA,LA,SALUD,GPS,2025-07-24
59803,76.875.175-7,AMBIENTAL,TERRAVIVA,2025-07-24,,
VALLE,NOBLE,RENT,A,,,
CAR,JUAN,GUILLERMO,,,,
59804,76.525.849-9,2025-07-24,,,,
59805,78.102.512-7,ABU,SPA,2025-07-24,,
