Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
COMERCIAL,ISRAEL,JERMIAS,,,,
SANCHEZ,VERGARA,EIRL,,,,
17932,76.292.976-7,2025-07-24,,,,
17933,76.293.064-1,comercializadora,del,castillo,ltda.,2025-07-24
DEL,SUR,AGENCIA,DE,,,
17934,76.288.739-8,2025-07-24,,,,
17935,76.294.081-7,Aseo,Licanray,ltda,2025-07-24,
servicios,forestales,y,de,,,
17936,76.285.832-0,2025-07-24,,,,
transporte,alberto,casan,,,,
comercializadora,de,productos,,,,
17937,76.294.887-7,2025-07-24,,,,
17938,76.285.871-1,INTEGRASOLAR,SPA,2025-07-24,,
SOCIEDAD,CONSULTORA,Y,,,,
17939,76.295.383-8,2025-07-24,,,,
COMERCIAL,TERRA,SUR,SPA,,,
17940,76.286.217-4,DICOMGRAF,LIMITADA,2025-07-24,,
17941,76.295.991-7,WICKI,Y,CIA,LTDA,2025-07-24
"Comercial,",importadora,y,,,,
17942,76.288.895-5,2025-07-24,,,,
productora,Soundmix,limit,,,,
