Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
64247,G,Y,G,REFRIGERACION,,
64248,77.037.781-1,2025-07-24,,,,
64249,77.304.708-1,2025-07-24,,,,
V,&amp;,U,,,,
64250,77.136.131-5,CONSTRUCCIÓN,Y,2025-07-24,,
64251,76.589.744-0,2025-07-24,,,,
64252,77.305.127-5,2025-07-24,,,,
PEST,PRO,LIMITADA,,,,
64253,76.707.002-0,TUNUPA,CONSULTORES,2025-07-24,,
64254,77.068.205-3,RURALIA,SPA,2025-07-24,,
64255,77.122.192-0,2025-07-24,,,,
CLIMATIZACIÓN,Y,OBRAS,,,,
MENORES,EN,CON,,,,
ASESORÍAS,Y,SERVICIOS,,,,
64256,77.648.339-7,TECNOLÓGICOS,2025-07-24,,,
CAROLINA,ANDRADE,SPA,,,,
