Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.915.332-0,URBANISMO,KUYENRAY,2025-07-24,,,
105879,77.916.304-0,EXPLOSA,ENERGIA,SPA,2025-07-24,
CENTRO,DE,FORMACIÓN,,,,
105880,77.916.413-6,2025-07-24,,,,
LA,VOZ,SPA,,,,
105881,77.916.957-K,2025-07-24,,,,
105882,77.917.149-3,2025-07-24,,,,
105883,77.917.769-6,RH,SOLUCIONES,SPA,2025-07-24,
ENERGIAS,VERDES,Y,,,,
105884,77.918.399-8,CLIMATIZACIÓN,SOLAR,2025-07-24,,
105885,77.919.131-1,EKO,SPA,2025-07-24,,
105886,77.919.422-1,INFORMÁTICOS,RESU,2025-07-24,,
105887,77.919.588-0,2025-07-24,,,,
105888,77.921.469-9,2025-07-24,,,,
