Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
64150,Juan,Enrique,Herrera,,,
Leiva,Radiodifusión,E.I.R.L,,,,
64151,77.129.258-5,KAFRANI,SPA,2025-07-24,,
sociedad,de,ingenieria,,,,
64152,76.704.736-3,2025-07-24,,,,
villanueva,roa,limitada,,,,
64153,76.329.939-2,2025-07-24,,,,
64154,77.113.744-K,EDIMOA,DRAGADOS,SPA,2025-07-24,
64155,77.062.127-5,2025-07-24,,,,
64156,77.299.363-3,2025-07-24,,,,
INVERSIONES,JRC,SPA,,,,
64157,77.129.691-2,MUEBLES,RIO,SUR,SPA,2025-07-24
64158,77.643.567-8,2025-07-24,,,,
64159,77.033.847-6,CORTES,DURAN,SPA,2025-07-24,
64160,77.300.592-3,GRUPO,STALC.,SPA,2025-07-24,
