Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
52292,SERVICIOS,E,INGENIERIA,,,
VRF,CLIMATIZACION,SPA,,,,
52293,77.901.820-2,COM,VASQUEZ,LIMITADA,2025-07-24,
LA,POPULAR,PIZZA,Y,,,
52294,76.659.122-1,2025-07-24,,,,
52295,76.612.886-6,CONSTRUCION,ELESUR,2025-07-24,,
ELEODORO,DIAZ,TRANS.,,,,
52296,76.634.472-0,2025-07-24,,,,
DE,PERSONAL,E.I.R.L,,,,
52297,76.594.003-6,CAPACITACIONES,2025-07-24,,,
52298,76.660.517-6,2025-07-24,,,,
SERVICIOS,CARMESI,SPA,,,,
52299,76.269.517-0,2025-07-24,,,,
52300,76.614.532-9,MEDIFILTER,SPA,2025-07-24,,
52301,76.594.461-9,2025-07-24,,,,
GREEN,TRADE,BUSINESS,,,,
52302,78.040.596-1,2025-07-24,,,,
