Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.299.674-K,WILEFKO,SPA.,2025-07-24,,,
63497,77.087.312-6,2025-07-24,,,,
63498,77.612.205-K,COMERCIALIZADORA,2025-07-24,,,
63499,77.091.737-9,VASQUEZ,-,SAN,MARTIN,2025-07-24
63500,77.270.402-K,2025-07-24,,,,
JARDIN,Y,SALA,CUNA,,,
63501,76.299.887-4,2025-07-24,,,,
FALKAS,Y,VALDES,,,,
63502,77.004.234-8,2025-07-24,,,,
63503,76.682.546-K,Centauro,Inversiones,2025-07-24,,
63504,77.271.138-7,2025-07-24,,,,
63505,76.035.174-1,INMOBILIARIA,AVENDANO,2025-07-24,,
Y,AVENDANO,LIMITADA,,,,
63506,77.098.912-4,2025-07-24,,,,
