Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
SOCIEDAD,COMERCIAL,Y,,,,
77.770.284-K,DE,SERVICIOS,SANTOÑA,2025-07-24,,
QUIROGA,&,BRUNA,,,,
95251,78.085.884-2,2025-07-24,,,,
95252,78.086.311-0,2025-07-24,,,,
95253,77.770.302-1,INVERSIONES,2025-07-24,,,
SAFEMARINE,CHILE,SPA,,,,
95254,78.087.039-7,DEAL,INVERSIONES,SPA,2025-07-24,
95255,77.770.414-1,SERVICIOS,HINOJOSA,2025-07-24,,
95256,78.087.214-4,CONEX-IONES,SPA,2025-07-24,,
95257,77.770.687-K,2025-07-24,,,,
95258,78.087.234-9,SBM,SERVICE,SPA,2025-07-24,
95259,78.087.255-1,2025-07-24,,,,
95260,77.771.109-1,COMERCIAL,IBERICA,SPA,2025-07-24,
