Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
72300,EXTINTORES,VALENTINA,,,,,
OM,FUNDAS,PREMIUM,,,,,
72301,76.964.869-0,2025-07-24,,,,,
72302,76.399.128-8,CloudBook,SPA.,2025-07-24,,,
72303,77.669.055-4,INVERSIONES,NORTE,2025-07-24,,,
72304,77.504.391-1,JPL,A,UN,TOQUE,SPA,2025-07-24
72305,76.946.577-4,2025-07-24,,,,,
72306,76.965.527-1,ENERTIK,CHILE,SPA,2025-07-24,,
ALVARO,IGNACIO,PALMA,,,,,
72307,76.399.416-3,2025-07-24,,,,,
BIENES,Y,SERVICIOS,E.I.R.,,,,
72308,77.669.906-3,2025-07-24,,,,,
72309,77.485.486-K,2025-07-24,,,,,
