Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.503.578-1,ESTRUCTUR,DPV,SPA,2025-07-24,
68526,76.226.793-4,2025-07-24,,,
68527,77.195.002-7,FARMACIA,CRUCES,SPA,2025-07-24
DISEÑO,Y,GESTION,,,
68528,76.799.564-4,PUBLICITARIA,GUIDO,2025-07-24,
ROZAS,DIAZ,E.I.R.L.,,,
68529,76.556.934-6,Comercial,Austral,spa,2025-07-24
COMERCIAL,OUT,GROUP,,,
68530,77.334.753-0,2025-07-24,,,
68531,77.822.239-6,2025-07-24,,,
68532,76.226.913-9,comercial,quimalva,ltda.,2025-07-24
68533,77.503.728-8,2025-07-24,,,
68534,77.316.581-5,SIMPLUS,SPA,2025-07-24,
68535,77.822.625-1,2025-07-24,,,
