Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
LIBRERÍA,Y,CORDONERÍA,,,
104832,BEDMAN,MOLINA,,,
EMPRESA,INDIVIDUAL,DE,,,
104833,77.393.033-3,COMERCIAL,MARVI,SPA,2025-07-24
GESTIÓN,DE,RESIDUOS,,,
104834,77.396.001-1,ARCHIPIELAGO,2025-07-24,,
104835,77.396.062-3,2025-07-24,,,
104836,77.396.342-8,2025-07-24,,,
104837,77.396.538-2,2025-07-24,,,
&,ASESORES,SPA,,,
104838,77.396.634-6,PATAGONIA,CLIMA,SPA,2025-07-24
104839,77.396.892-6,FRANCISCO,CAMPOS,E.I.,2025-07-24
104840,77.397.119-6,GRAVOTEX,SPA,2025-07-24,
104841,77.398.002-0,GONCOMEX,SPA,2025-07-24,
SOCIEDAD,MANRIQUEZ,&,,,
104842,77.399.708-K,2025-07-24,,,
