Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
58754,LORENZO,ALBERTO,CARES,,,
58755,76.835.486-3,KENDRINX,SPA,2025-07-24,,
58756,77.110.603-K,DUCKTELECOM,SPA,2025-07-24,,
58757,76.892.013-3,GESTION,Y,COMPETENCIAS,SPA,2025-07-24
MARTINEZ,Y,LARRAIN,ARQUITECTOS,,,
58758,76.097.354-8,2025-07-24,,,,
58759,77.110.892-K,ARCUSI,SPA,2025-07-24,,
TRABUN,INGENIERIA,AMBIENTAL,Y,,,
58760,76.329.535-4,2025-07-24,,,,
58761,76.097.363-7,2025-07-24,,,,
EMPRESA,PROVEEDORA,DEL,,,,
58762,78.078.247-1,2025-07-24,,,,
SOCIEDAD,CONSULTORA,DE,,,,
58763,76.329.773-K,PROFESIONALES,AQUANEXUS,Y,CIA,2025-07-24
58764,76.892.321-3,ECOGRIN,SPA,2025-07-24,,
58765,78.078.915-8,PACIFIC,COAST,SPA,2025-07-24,
