Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.767.506-2,VALDAN,SPA,2025-07-24,,,,
38242,76.044.610-6,MACER,S.A.,2025-07-24,,,
38243,77.451.230-6,Mauro,Abarca,y,Cia,Ltda,2025-07-24
38244,76.045.491-5,ENERNUEVAS,SPA,2025-07-24,,,
38245,76.768.003-1,2025-07-24,,,,,
CONSTRUCCIÓN,IG,LTDA,,,,,
38246,77.451.324-8,SUR,AUSTRAL,SPA,2025-07-24,,
I,&,M,HELLRIEGEL,JARA,,,
38247,77.451.753-7,2025-07-24,,,,,
38248,76.768.133-K,FRIO,Y,CLIMA,SPA,2025-07-24,
38249,76.241.530-5,2025-07-24,,,,,
38250,77.452.076-7,2025-07-24,,,,,
Constructora,Luis,Alvarez,,,,,
38251,76.241.903-3,2025-07-24,,,,,
