Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.396.615-K,SAIFORSA,SPA,2025-07-24,,,,
71790,77.397.083-1,BUNKER,SPA,2025-07-24,,,
MENDIETA,Y,SALINAS,CONSULTORES,,,,
71791,77.456.665-1,2025-07-24,,,,,
71792,77.951.891-4,FUNERARIA,NUEVO,AMANECER,SPA,2025-07-24,
71793,77.501.663-9,MECÁNICA,GENERAL,FUTRONO,SPA,2025-07-24,
SERVICIOS,FORESTALES,HECTOR,MAURICIO,,,,
71794,76.749.904-3,2025-07-24,,,,,
SILVA,MORALES,E.I.R.L.,,,,,
71795,77.397.325-3,COMERCIALIZADORA,SAN,JOSÉ,SPA,2025-07-24,
71796,77.364.392-K,LUP,DENTAL,SPA,2025-07-24,,
71797,77.468.803-K,MAGOS.,SPA,2025-07-24,,,
71798,76.376.118-5,SERVICIOS,STERILAB,LIMITADA,2025-07-24,,
71799,76.932.595-6,INGENIERIA,ROJAS,VÁSQUEZ,VÁSQUEZ,SPA,2025-07-24
71800,77.456.781-K,FERRETERIA,EL,CANDADO,SPA,2025-07-24,
