Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
ROMINA,ARMIJO,CUMIAN,,,,,
77.468.944-3,FARMACIAS,DEL,2025-07-24,,,,
38630,77.695.435-7,2025-07-24,,,,,
38631,77.468.969-9,ARAWKA,SPA,2025-07-24,,,
38632,77.672.314-2,TRANSPORTES,J,Y,D,SPA,2025-07-24
38633,77.672.562-5,2025-07-24,,,,,
G2,SERVICIOS,DE,,,,,
38634,76.793.595-1,2025-07-24,,,,,
38635,77.695.786-0,2025-07-24,,,,,
38636,76.793.965-5,ABRESPACIO,E.I.R.L.,2025-07-24,,,
38637,77.672.945-0,2025-07-24,,,,,
38638,77.695.922-7,2025-07-24,,,,,
TRANSPORTES,LUJO,SPA,,,,,
