Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
104321,MAESTRANZA,Y,,,
ASESORÍAS,GYG,SPA,,,
104322,77.101.363-5,EDUCATIVA,SAN,MATEO,2025-07-24
104323,77.103.179-K,2025-07-24,,,
APART,HOTEL,Y,,,
104324,77.103.696-1,PRODUCTORA,DE,2025-07-24,
EVENTOS,TRES,C,SPA,,
104325,77.104.349-6,2025-07-24,,,
104326,77.104.908-7,CONSTRUCCION,DETAL,2025-07-24,
104327,77.104.929-K,2025-07-24,,,
104328,77.106.527-9,COMBUSTIBLE,2025-07-24,,
104329,77.107.002-7,STYLGN,SPA,2025-07-24,
104330,77.107.793-5,2025-07-24,,,
EMPRESA,DE,SERVICIOS,,,
104331,77.107.925-3,2025-07-24,,,
