Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.972.239-4,DISTRIBUIDORA,PAZ,MARIA,2025-07-24,,,
DEL,PILAR,RISC,,,,,
60278,76.942.807-0,COMERCIALIZADORA,2025-07-24,,,,
60279,89.940.100-K,DE,VAL,Y,CIA,LIMITADA,2025-07-24
SERVICIOS,INTEGRALES,DE,,,,,
60280,76.978.132-3,EDUCACIÓN,Y,TECNOLOGÍA,2025-07-24,,
VENTA,DE,ARTÍCULOS,,,,,
60281,76.922.664-8,DEPORTIVOS,IVÁN,ANDRÉS,2025-07-24,,
60282,77.161.089-7,FLOR,RÚSTICA,SPA,2025-07-24,,
60283,65.198.255-3,2025-07-24,,,,,
60284,76.972.679-9,NEUMASALINAS,SPA,2025-07-24,,,
60285,76.942.861-5,CONSTRUCTORA,E,Y,R,SPA,2025-07-24
SERVICIOS,DE,MANTENCION,,,,,
60286,76.403.864-9,DE,AREAS,"VERDES,CRISTIAN",2025-07-24,,
ERNESTO,ROJAS,"ROJAS,",,,,,
Soluciones,de,ingenieria,,,,,
60287,76.540.232-8,2025-07-24,,,,,
electrica,y,servicios,int,,,,
