Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.696.498-0,MCI,SPA,2025-07-24,,,,
76303,76.971.567-3,2025-07-24,,,,,
GVF,SOLUCIONES,Y,,,,,
76304,77.117.809-K,2025-07-24,,,,,
76305,77.082.184-3,C,Y,R,TOUR,SPA,2025-07-24
76306,77.606.189-1,PROCLASS,LIMITADA,2025-07-24,,,
76307,76.972.197-5,BRANDING,FAN,LIMITADA,2025-07-24,,
76308,78.141.284-8,MONTAJES,ULISES,2025-07-24,,,
76309,77.568.980-3,ARQUITECTOS,2025-07-24,,,,
76310,77.606.956-6,2025-07-24,,,,,
76311,76.973.296-9,PRO,INNOVACION,JV,SPA,2025-07-24,
76312,77.676.533-3,2025-07-24,,,,,
