Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
36317,ENRIQUE,TRUJILLO,SULZ,,,,
36318,76.481.303-0,TuApp.cl,SpA,2025-07-24,,,
36319,77.414.106-5,2025-07-24,,,,,
YOHANA,AGUIRRE,E.I.R.L.,,,,,
VETERINARIA,Y,OTROS,,,,,
36320,76.482.087-8,2025-07-24,,,,,
INES,ESTRELLA,VARGAS,,,,,
36321,77.414.156-1,ACTITUD,BIKERS,SPA,2025-07-24,,
36322,77.452.684-6,MAYO,URIBE,&,URIBE,SPA,2025-07-24
36323,76.482.861-5,ARAUCOVISION,E.I.R.L,2025-07-24,,,
36324,77.414.441-2,2025-07-24,,,,,
DAVID,REINALDO,RAMIREZ,,,,,
PEÑA,Y,LILLO,"VENTA,",,,,
36325,76.483.356-2,2025-07-24,,,,,
MANTENCION,Y,RECARGA,,,,,
36326,77.452.993-4,TORRES,JORQUERA,SPA,2025-07-24,,
INGENIERIA,Y,MANTENCION,,,,,
36327,77.414.628-8,2025-07-24,,,,,
