Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.757.610-0,BOXIMAGE,SPA,2025-07-24,,
80376,77.798.131-5,2025-07-24,,,
80377,77.789.487-0,2025-07-24,,,
80378,77.815.219-3,GENETICOS,Y,2025-07-24,
80379,77.174.106-1,RAYEN,MILÁN,SPA,2025-07-24
WARNKEN,Y,COMPANIA,,,
80380,77.798.420-9,2025-07-24,,,
80381,76.793.098-4,REDDOT,CHILE,SPA.,2025-07-24
EVENTOS,Y,SERVICIOS,,,
80382,77.946.806-2,2025-07-24,,,
80383,77.849.504-K,LOS,PINOS,SPA,2025-07-24
A,&,M,SERVICIOS,,
80384,77.799.573-1,2025-07-24,,,
80385,77.815.249-5,2025-07-24,,,
