Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
76521,"CONSULTING,",BUSINESS,,,
76522,76.604.022-5,PARALELO,90,LIMITADA,2025-07-24
76523,77.803.725-4,SUYAI,DENTAL,SPA,2025-07-24
76524,77.612.434-6,ECEM,LIMITADA,2025-07-24,
76525,77.702.219-9,2025-07-24,,,
AÍDA,VILLALOBOS,REYES,,,
76526,77.686.646-6,D&J,SERVICES,SPA,2025-07-24
76527,77.576.878-9,INDUGREEN,SPA,2025-07-24,
76528,76.987.998-6,2025-07-24,,,
76529,77.089.261-9,INVERSIONES,2025-07-24,,
76530,78.150.974-4,RNB,INGENIEROS,SPA,2025-07-24
INGENIERÍA,Y,SERVICIOS,,,
