Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.171.259-4,GARCIA,GUTIERREZ,2025-07-24,,,
102685,76.172.782-6,RRS,SERVICIOS,SPA,2025-07-24,
Servicios,de,Obras,Civiles,y,,
102686,76.172.948-9,2025-07-24,,,,
otros,Servicios,E.I.,,,,
COMERCIAL,TEMPEL,CHILE,,,,
102687,76.173.130-0,2025-07-24,,,,
Soluciones,Integrales,Richard,,,,
102688,76.173.599-3,2025-07-24,,,,
Eugenio,Corrales,Perez,SpA,,,
C,C,SERVICIOS,EVENTOS,Y,,
102689,76.173.974-3,2025-07-24,,,,
ARRIENDO,EQUIPOS,SPA,,,,
102690,76.174.573-5,Jonathan,David,2025-07-24,,
ARCE,Y,GONZALEZ,,,,
102691,76.175.267-7,2025-07-24,,,,
102692,76.175.490-4,2025-07-24,,,,
102693,76.175.583-8,2025-07-24,,,,
CARLOS,SALVADOR,JULIO,,,,
102694,76.175.637-0,2025-07-24,,,,
