Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76747,TRANSPORTE,C&C,BUS,,,
76748,76.996.588-2,AGROCLICK,SPA,2025-07-24,,
76749,77.587.468-6,SERVICIOS,MEDICOS,2025-07-24,,
NOA,SALUD,INTEGRAL,,,,
76750,77.620.201-0,2025-07-24,,,,
76751,77.696.680-0,2025-07-24,,,,
76752,77.135.844-6,2025-07-24,,,,
76753,78.161.243-K,KAIROSTI,SPA,2025-07-24,,
CONSULTORA,CIENCIA,Y,,,,
76754,77.812.641-9,2025-07-24,,,,
76755,77.697.230-4,SERVICIOS,EDS,LIMITADA,2025-07-24,
76756,77.098.245-6,2025-07-24,,,,
ASESORIAS,MT,SPA,,,,
EXCELENCIA,PARA,LA,,,,
76757,76.996.938-1,2025-07-24,,,,
CALIDAD,EN,LA,,,,
ATENCION,DE,SALUD,SPA,,,
