Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
70573,GUILLERMO,ORTIZ,Y,,
70574,77.390.749-8,PLACE,MEDICAL,SPA,2025-07-24
70575,77.905.498-5,ROPA,APICOLA,SPA,2025-07-24
70576,76.321.215-7,2025-07-24,,,
CAFETERIA,PEDRO,BRITO,,,
70577,76.877.428-5,2025-07-24,,,
70578,76.689.636-7,ELÉCTRICOS,Y,2025-07-24,
AEROLINEAS,ATA,CARGO,,,
70579,77.905.807-7,2025-07-24,,,
70580,77.330.626-5,INVERSIONES,Y,SERVICIOS,2025-07-24
70581,76.878.183-4,DERECHOS,DE,AGUA,2025-07-24
HECTOR,VILLARROEL,Y,,,
70582,76.689.817-3,2025-07-24,,,
70583,77.906.693-2,ALMA,SPA,2025-07-24,
