Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.357.445-6,SALVADOR,ARAYA,E.I.R.,2025-07-24,,
104779,77.358.601-2,VELLONCHILE,SPA,2025-07-24,,
104780,77.359.522-4,COMERCIALIZADORA,2025-07-24,,,
104781,77.360.450-9,PUBLICIDAD,RADIAL,2025-07-24,,
104782,77.361.907-7,2025-07-24,,,,
104783,77.361.922-0,FERRE,STORE,SPA,2025-07-24,
104784,77.362.425-9,ERRO,SPA,2025-07-24,,
104785,77.362.713-4,ASSIETE,SPA,2025-07-24,,
104786,77.363.939-6,JOSEFA,SPA,2025-07-24,,
104787,77.364.436-5,ANTONIO,FUENZALIDA,2025-07-24,,
Sociedad,Comercial,Hotel,,,,
104788,77.365.020-9,2025-07-24,,,,
El,Parque,Limitada,,,,
