Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
96240,SERVICIOS,INTEGRALES,,,,
LOS,CASTAÑOS,SPA,,,,
96241,83.269.500-9,2025-07-24,,,,
96242,77.427.146-5,2025-07-24,,,,
96243,77.914.478-K,2025-07-24,,,,
SERVICIOS,JLF,SPA,,,,
96244,77.914.663-4,ENTRE,RIOS,SPA,2025-07-24,
ROJAS,CELIS,SERVICIO,,,,
96245,77.914.892-0,2025-07-24,,,,
TECNICO,ELECTRONICA,E.,,,,
96246,83.547.100-4,Mitta,Rent,a,Car,2025-07-24
96247,77.427.212-7,2025-07-24,,,,
VENTA,INSUMOS,PLAGAS,,,,
96248,77.915.061-5,2025-07-24,,,,
ANDRÉS,MORALES,SILVA,,,,
96249,77.427.382-4,ALEJANDRO,MARCELO,2025-07-24,,
AZOLA,PORTILLA,E.I.R.L.,,,,
