Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.179.726-1,ONE,FOOD,SERVICES,SPA,2025-07-24,
79527,77.916.056-4,VAMBE,SPA,2025-07-24,,
79528,77.762.653-1,2025-07-24,,,,
SAMUEL,MUÑOZ,E.I.R.L.,,,,
79529,8.981.089-2,2025-07-24,,,,
GRUPO,COMERCIAL,LEEVER,,,,
79530,77.817.874-5,2025-07-24,,,,
79531,77.750.151-8,WORKGAS,INGENIERIA,SPA,2025-07-24,
79532,77.713.977-0,CHILOÉ,KARÜ,SPA,2025-07-24,
SOC,COMERCIAL,DEGRAF,,,,
79533,77.179.750-4,2025-07-24,,,,
79534,77.750.789-3,BRANDYPRINTS,SPA,2025-07-24,,
C,A,V,CONSTRUCCIONES,,,
79535,77.716.070-2,2025-07-24,,,,
79536,77.762.874-7,CALFUCO,SPA,2025-07-24,,
