Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
47433,NANCY,DEL,TRANSITO,,,
47434,76.668.064-K,FESTÍN,LIMITADA,2025-07-24,,
47435,76.445.851-6,2025-07-24,,,,
Y,VILLABLANCA,LTDA,,,,
LIBRERIA,VIRTUAL,Y,,,,
47436,76.082.908-0,DISTRIBUIDORA,EL,ATICO,2025-07-24,
47437,76.668.464-5,2025-07-24,,,,
47438,77.117.386-1,PROFOOD,SPA,2025-07-24,,
47439,76.083.624-9,ARQUITECTOS,2025-07-24,,,
47440,76.446.031-6,2025-07-24,,,,
JUAN,CARLOS,BUSTOS,,,,
47441,76.668.794-6,MARTINEZ,ELAB.,Y,2025-07-24,
COMER.,DE,LEÑA,,,,
47442,76.083.712-1,2025-07-24,,,,
