Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
73022,EL,REFUGIO,DE,NAELA,,,
73023,77.701.704-7,HABITAR,SPA,2025-07-24,,,
73024,76.816.936-5,2025-07-24,,,,,
VARGAS,MUÑOZ,EIRL,,,,,
73025,77.422.068-2,IMPORTADORA,M,Y,K,SPA,2025-07-24
73026,77.995.478-1,2025-07-24,,,,,
VALERIA,OJEDA,ÁGUILA,E.,,,,
73027,77.703.026-4,"GALLARDO,",PANADERIA,Y,2025-07-24,,
73028,77.465.109-8,DISEÑO,URBANO,SPA,2025-07-24,,
73029,77.422.522-6,SERLIGRAF,SPA,2025-07-24,,,
73030,77.520.075-8,2025-07-24,,,,,
73031,76.431.490-5,SERVICIOS,LANALHUE,S.,2025-07-24,,
73032,77.426.007-2,2025-07-24,,,,,
MUDANZAS,CORSEEM,SPA,,,,,
