Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
53478,MARCUS,COMPUTACION,,,
53479,76.671.667-9,ALVAREZ,"ARRIAGADA,",2025-07-24,
53480,76.702.804-0,2025-07-24,,,
JIMENEZ,ROJAS,E.I.R.L.,,,
NAVARRO,Y,MARQUEZ,Y,,
53481,77.936.740-1,2025-07-24,,,
53482,76.703.455-5,J.K.,MEYER,SPA,2025-07-24
COMERCIAL,BUSES,JMC,,,
53483,76.917.392-7,2025-07-24,,,
53484,76.672.260-1,2025-07-24,,,
SERVICIOS,EN,SALUD,E.I.,,
53485,76.632.250-6,2025-07-24,,,
53486,76.604.467-0,ARI-MAR,SPA,2025-07-24,
53487,76.705.533-1,FIOF,E.I.R.L,2025-07-24,
53488,76.633.291-9,2025-07-24,,,
EDUARDO,MAMANI,EIRL,,,
