Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8,Campo_9
77596,TECNODISK,SERVICIO,DE,,,,,
77597,77.661.683-4,BENOAHDENT,SPA,2025-07-24,,,,
77598,76.666.963-8,FLEXSIM,SOUTH,AMERICA,SPA,2025-07-24,,
77599,77.659.718-K,MUESTRA,TU,SEÑAS,SPA,2025-07-24,,
77600,77.689.467-2,MDVISION,SPA,2025-07-24,,,,
77601,77.114.811-5,INVERMOTO,SPA,2025-07-24,,,,
MAQUINARIA,Y,TRANSPORTE,,,,,,
77602,77.660.745-2,2025-07-24,,,,,,
77603,77.738.037-0,EL,EMPORIO,DE,MAXI,SPA,2025-07-24,
77604,77.662.177-3,GRUPO,S.E.I.S.,SPA,2025-07-24,,,
77605,76.668.182-4,soc.maderera,madegol,limitada,2025-07-24,,,
77606,78.622.880-8,DR.,FELIX,ADAN,Y,CIA.,LTDA.,2025-07-24
77607,77.690.013-3,NAVI,SPA,2025-07-24,,,,
