Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
83149,Axxon,Consulting,Chile,,,
RASSE,INGENIERÍA,Y,,,,
83150,77.918.489-7,2025-07-24,,,,
83151,77.921.968-2,OTEC,GEMA,CHILE,SPA,2025-07-24
83152,77.918.492-7,YOURDEVS,SPA,2025-07-24,,
SOC,DE,REHABILITACION,,,,
83153,77.413.330-5,2025-07-24,,,,
NUEVO,HOGAR,LIMITADA,,,,
83154,77.921.975-5,2025-07-24,,,,
COMPUTACIONALES,Y,CC.,,,,
83155,77.972.797-1,2025-07-24,,,,
83156,77.932.024-3,QUILME,SPA,2025-07-24,,
83157,76.917.002-2,COMERCIAL,KREPS,SPA,2025-07-24,
CONTROL,DE,PLAGAS,Y,,,
83158,77.922.373-6,2025-07-24,,,,
SILVA,PEÑA,EMPRESA,,,,
