Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
67800,77.177.984-0,CLIMA,SPACE,LIMITADA,2025-07-24,,
67801,76.195.197-1,morales,y,vega,domos,ltda,2025-07-24
67802,77.155.847-K,T,Y,J,SPA,2025-07-24,
MYD,MOTORES,Y,,,,,
67803,77.179.276-6,DESEMPEÑO,2025-07-24,,,,
SOC,RADIODIFUSORA,RIO,,,,,
67804,76.195.450-4,2025-07-24,,,,,
67805,76.764.426-4,2025-07-24,,,,,
SERVICIOS,FBM,SPA,,,,,
67806,77.463.270-0,2025-07-24,,,,,
67807,77.257.011-2,Bajo,Cero,SpA,2025-07-24,,
67808,77.190.241-3,SOCIEDAD,FEYSE,SPA,2025-07-24,,
EQUUS,-,SOLUCIONES,,,,,
67809,77.289.349-3,2025-07-24,,,,,
67810,77.258.367-2,RANDSECURITY,SPA,2025-07-24,,,
