Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
MATIAS,QUEZADA,Y,,,,
76.972.992-5,OTRO,COMPANIA,2025-07-24,,,
72396,77.677.898-2,2025-07-24,,,,
FRAMA,SOLUCIONES,TI,,,,
72397,77.971.539-6,2025-07-24,,,,
72398,76.400.328-4,SERVICIOS,DE,2025-07-24,,
72399,77.506.924-4,CARTONI,VIALE,SPA,2025-07-24,
72400,77.525.357-6,DOS,SANTOS,SPA,2025-07-24,
72401,77.971.934-0,2025-07-24,,,,
72402,76.400.735-2,CARLOS,ABEL,CHÁVEZ,2025-07-24,
72403,77.429.155-5,MONTEPIEDRA,SPA,2025-07-24,,
72404,76.950.254-8,CLÍNICA,BELASALUD,SPA,2025-07-24,
72405,77.972.226-0,DRM,GROUP,SPA,2025-07-24,
