Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
93938,ENVASES,Y,TEXTIL,,,
TRANSPORTES,ARAYA,Y,,,,
93939,77.730.322-8,2025-07-24,,,,
93940,77.731.264-2,CHN,PROYECTOS,SPA,2025-07-24,
SOCIEDAD,COMERCIAL,E,,,,
93941,77.731.304-5,INVERSIONES,DSPRINT,2025-07-24,,
93942,77.731.419-K,2025-07-24,,,,
Y,SERVICIOS,SPA,,,,
93943,77.732.483-7,CAPACITACIONES,2025-07-24,,,
93944,77.732.915-4,2025-07-24,,,,
93945,77.733.185-K,COMERCIAL,YI,SPA,2025-07-24,
93946,77.733.373-9,PESADILLA,MUSIC,SPA,2025-07-24,
93947,77.734.028-K,2025-07-24,,,,
93948,77.734.225-8,2025-07-24,,,,
