Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77765,PASTELERIA,BERNARDA,,,,
PARRA,COLICHEO,E.I.R.L.,,,,
77766,76.679.985-K,SECURITY,MYG,2025-07-24,,
77767,77.744.716-5,INVERSIONES,KU,SPA,2025-07-24,
77768,77.751.058-4,CONSTRUCTORA,DMS,SPA,2025-07-24,
77769,77.694.916-7,COMERCIALIZADORA,2025-07-24,,,
MAQUINARIA,MAX,SERVICIO,,,,
77770,77.744.831-5,2025-07-24,,,,
77771,77.752.392-9,DINAMO,PRODUCTORA,SPA,2025-07-24,
77772,77.153.187-3,ALPACA,DIGITAL,SPA,2025-07-24,
77773,77.670.375-3,GRUPO,GSN,SPA,2025-07-24,
77774,77.754.043-2,ARAVENA,LIMITADA,2025-07-24,,
SOCIEDAD,DE,SERVICIOS,,,,
77775,77.695.243-5,2025-07-24,,,,
77776,76.680.183-8,COMERCIAL,IRO,SPA,2025-07-24,
