Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
59424,TECNOLOGÍAS,E,,,,,
59425,80.696.700-9,HNOS,DE,SAN,JUAN,DE,2025-07-24
59426,76.941.791-5,FRANCISCO,PACASA,2025-07-24,,,
59427,76.892.032-K,2025-07-24,,,,,
EMPRESA,INDIVIDUAL,DE,,,,,
59428,81.185.400-K,IGENAR,S,A,2025-07-24,,
59429,76.866.988-0,CARLOS,JARA,2025-07-24,,,
59430,76.123.002-6,2025-07-24,,,,,
59431,77.131.071-0,2025-07-24,,,,,
59432,77.131.300-0,2025-07-24,,,,,
SANTA,ELENA,LIMITADA,,,,,
59433,78.096.133-3,2025-07-24,,,,,
