Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76823,paola,andrea,perez,peran,",",,
funeraria,don,antonio,co,,,,
76824,77.712.945-7,SERVICIOS,AVILA,2025-07-24,,,
76825,77.623.318-8,ACEL,SPA,2025-07-24,,,
76826,77.702.646-1,TRANSPORTE,N,Y,BA,SPA,2025-07-24
INTERNA,Y,FORENSE,,,,,
76827,78.163.182-5,POLÍTICAS,2025-07-24,,,,
76828,77.099.775-5,CLEANPIT,LIMITADA,2025-07-24,,,
76829,77.713.418-3,PAPEL,&,INSUMOS,SPA,2025-07-24,
76830,77.660.341-4,3D,NETWORKS,SPA,2025-07-24,,
AUTOMOTRIZ,DEL,VALLE,,,,,
76831,77.136.896-4,2025-07-24,,,,,
