Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.453.255-2,CONSTRUCTORA,ISA,SPA,2025-07-24,,,
71481,77.354.084-5,EQUIPOS,MÉDICOS,CHILE,SPA,2025-07-24,
71482,77.446.072-1,ATH,TIMBER,SPA,2025-07-24,,
CULTIVO,BARBARA,SOLEDAD,GALVEZ,GALVEZ,E.I.,,
71483,77.640.311-3,2025-07-24,,,,,
71484,76.362.977-5,COMERCIALIZADORA,ZEREGA,E.I.R.L.,2025-07-24,,
71485,76.920.847-K,NATIVA,BIENES,RAICES,SPA,2025-07-24,
71486,77.936.727-4,SM,TECHNOLOGY,SPA,2025-07-24,,
71487,77.378.219-9,COPÉRNICO,ELECTRÓNICA,Y,COMPUTACIÓN,SPA,2025-07-24
DISTRIBUIDORA,ARICA,PARINACOTA,CHILE,,,,
71488,77.640.717-8,2025-07-24,,,,,
71489,76.921.509-3,NEMOTEC,MANTENCIÓN,SPA,2025-07-24,,
71490,76.363.060-9,ANASAC,AMBIENTAL,SA,2025-07-24,,
Sociedad,de,"Comercio,",Transporte,y,Consultora,,
71491,76.363.298-9,2025-07-24,,,,,
