Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.159.543-8,INFORMÁTICOS,AYG,2025-07-24,,,,
101470,78.159.572-1,2025-07-24,,,,,
101471,78.159.792-9,MAXIMUS,S,Y,S,SPA,2025-07-24
101472,78.160.951-K,SERVICIOS,CONSTRUSER,2025-07-24,,,
101473,78.161.645-1,SL,ELECTRICIDAD,SPA,2025-07-24,,
SERVICIOS,HIGIENE,Y,,,,,
101474,78.161.665-6,SEGURIDAD,MORALES,2025-07-24,,,
101475,78.162.573-6,JUNTAS,GROUP,SPA,2025-07-24,,
101476,78.162.675-9,2025-07-24,,,,,
INDUSTRIAL,AP,SPA,,,,,
101477,78.163.026-8,TEMPO,PRIMO,SPA,2025-07-24,,
101478,78.163.343-7,KALÁ,GROUP,SPA,2025-07-24,,
101479,78.163.378-K,HOSANNA,PRINT,SPA,2025-07-24,,
