Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.456.837-9,FERNANDEZ,Y,MISOL,SPA,2025-07-24,,
71587,76.741.507-9,PRODUCTORA,MONCOR,SPA,2025-07-24,,
71588,77.941.611-9,SAN,CHEF,SPA,2025-07-24,,
71589,77.643.006-4,SERVICIOS,DE,CAPACITACION,SOFAN,SPA,2025-07-24
IMPORTADORA,Y,EXPORTADORA,IMEX3P,,,,
71590,77.457.124-8,2025-07-24,,,,,
71591,76.742.455-8,SOCIEDAD,DE,INVERSIONES,PULMAHUE,SPA,2025-07-24
COMERCIALIZADORA,FRANCO,ALBERTO,,,,,
71592,77.385.539-0,2025-07-24,,,,,
ACEVEDO,BUSTOS,E.I.R.L.,,,,,
71593,77.359.040-0,FIST,Corredores,de,Seguros,2025-07-24,
SERVICIOS,DE,MANTENIMIENTO,INDUSTRIAL,&,,,
71594,77.643.215-6,2025-07-24,,,,,
PROYECTOS,DE,INGENIERIA,SPA,,,,
71595,77.457.356-9,AC,GAS,SPA,2025-07-24,,
SERVICIOS,MEDICOS,E,INVERSIONES,NARANJO,,,
71596,76.938.217-8,2025-07-24,,,,,
71597,76.367.352-9,smart-,tec,spa,2025-07-24,,
