Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.428.081-2,MOTOTECH,SPA,2025-07-24,,,
96251,83.625.300-0,GFK,ADIMARK,CHILE,S.A.,2025-07-24
96252,77.429.009-5,ELECTRÓNICA,FUTA,SPA,2025-07-24,
AGENCIA,DE,VIAJES,,,,
96253,77.915.422-K,2025-07-24,,,,
96254,77.915.732-6,IMPRERENTAL,SPA,2025-07-24,,
CONSTANTINO,ZARZAR,Y,,,,
96255,83.919.100-6,2025-07-24,,,,
96256,77.429.090-7,COMERCIALIZACION,2025-07-24,,,
96257,77.429.752-9,2025-07-24,,,,
96258,84.017.800-5,2025-07-24,,,,
Y,COMPANIA,LIMITADA,,,,
EMPRESA,DE,BUSES,,,,
96259,84.794.200-2,2025-07-24,,,,
96260,77.916.479-9,ARETÉ,GROUP,SPA,2025-07-24,
