Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
76.919.036-8,AHAT,COMERCIAL,Y,MECANICA,INTEGRAL,EIRL,2025-07-24
71445,76.928.851-1,SEGURIDAD,FERRETERIA,GROUP,SPA,2025-07-24,
71446,77.486.903-4,SERVICIOS,SERVISUR,LIMITADA,2025-07-24,,
71447,76.929.174-1,POST,MOVIMIENTO,DE,TIERRA,SPA,2025-07-24
71448,77.351.718-5,NATIVOS,CHILE,SPA,2025-07-24,,
71449,77.375.090-4,COMERCIAL,GL,GROUP,SOCIEDAD,ANONIMA,2025-07-24
71450,77.487.291-4,SERDEX,SPA,2025-07-24,,,
71451,77.339.675-2,ENDODONCIA,Y,ODONTOLOGÍA,SPA,2025-07-24,
71452,77.935.731-7,GO,CAPACITA,SPA,2025-07-24,,
71453,77.376.296-1,VIEW,SECURITY,SPA,2025-07-24,,
71454,77.444.585-4,TRANSPORTES,INTEGRALES,A&K,SPA,2025-07-24,
71455,77.487.459-3,RPC,SPA,2025-07-24,,,
