Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.425.113-8,BUSTAMANTE,Y,CORTEZ,2025-07-24,,
JESUS,PONS,FRANCO,Y,,,
67078,76.741.910-4,2025-07-24,,,,
67079,77.130.659-4,AIRESTEK,SPA,2025-07-24,,
67080,77.760.864-9,2025-07-24,,,,
67081,77.226.108-K,ALIAR,SPA,2025-07-24,,
67082,77.425.473-0,ADOLFO,SCHRADER,2025-07-24,,
67083,91.502.000-3,Salinas,y,Fabres,S.A.,2025-07-24
67084,77.761.542-4,EME,AL,CUBO,SPA,2025-07-24
67085,77.244.991-7,2025-07-24,,,,
Eléctrica,y,Servicios,SpA,,,
67086,76.489.495-2,2025-07-24,,,,
67087,77.144.825-9,2025-07-24,,,,
