Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.387.403-4,CAPACITACIÓN,AUSTRAL,2025-07-24,,,,
INGEMMED,INGENIERIA,Y,,,,,
69381,77.240.463-8,2025-07-24,,,,,
69382,77.347.030-8,2025-07-24,,,,,
69383,77.325.352-8,BORDADOS,MONICA,2025-07-24,,,
SABAL,PICHARA,SPA,,,,,
69384,76.619.681-0,FULLDES,EIRL,2025-07-24,,,
69385,77.347.526-1,A,Y,L,ELECTRICIDAD,SPA,2025-07-24
69386,77.261.499-3,DISEÑO,E,IMPRIMO,SPA,2025-07-24,
69387,76.620.194-6,2025-07-24,,,,,
SOC,EDUCACIONAL,MIS,,,,,
69388,77.554.270-5,PRIMEROS,PASOS,2025-07-24,,,
69389,77.262.702-5,2025-07-24,,,,,
VAUGHAN,MORENO,E.I.R.,,,,,
69390,77.851.789-2,2025-07-24,,,,,
