Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
85.908.700-0,AERO,SERVICE,LIMITADA,2025-07-24,,,
SOC,IMPORT,HISPANA,,,,,
100497,86.172.900-1,2025-07-24,,,,,
100498,86.385.500-4,Anfruns,Motors,2025-07-24,,,
100499,86.431.800-2,BRINK,S,CHILE,S,A,2025-07-24
100500,86.435.900-0,ASFALTICAS,BITUMIX,SUR,2025-07-24,,
100501,86.497.900-9,Y,COMERCIO,PROTECO,2025-07-24,,
100502,86.536.900-K,2025-07-24,,,,,
JOHANSSON,Y,LANGLOIS,,,,,
100503,86.598.100-7,2025-07-24,,,,,
CONSTRUCTORA,PEREZ,Y,,,,,
100504,86.811.700-1,2025-07-24,,,,,
100505,87.010.500-2,CAREY,Y,CIA,LIMITADA,2025-07-24,
100506,87.606.700-5,2025-07-24,,,,,
REGULACION,S,A,,,,,
