Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.250.988-K,COMERCOF,SPA,2025-07-24,,,
69165,77.339.564-0,ELEPROPER,SPA,2025-07-24,,
69166,76.598.791-1,ALLARD,ASOCIADOS,SPA,2025-07-24,
69167,77.846.551-5,GUSTAVO,CHIGUAILLAN,2025-07-24,,
69168,76.842.480-2,2025-07-24,,,,
69169,77.339.592-6,DRY,STORE,SPA,2025-07-24,
TAN,VICHUQUEN,SUSHI,Y,,,
69170,77.247.782-1,2025-07-24,,,,
69171,77.312.403-5,2025-07-24,,,,
69172,77.541.692-0,BODEGA,SUR,SPA,2025-07-24,
69173,77.312.897-9,PRODEV,SPA,2025-07-24,,
69174,77.226.481-K,AT,INGENIERIA,LIMITADA,2025-07-24,
69175,76.842.924-3,BRIONES,Y,SEGUEL,SPA,2025-07-24
