Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.715.890-4,COMERCIAL,TEMPUS,SPA,2025-07-24,,
37836,77.607.498-5,2025-07-24,,,,
FUENTES,E,HIJOS,SPA,,,
37837,77.627.692-8,MULTIVERSOMEDIOS,SPA,2025-07-24,,
37838,76.716.157-3,JOSHUA,PHILLIPS,2025-07-24,,
EMPRESA,INDIVIDUAL,DE,,,,
37839,76.717.858-1,ECASSUR,SPA,2025-07-24,,
37840,77.610.622-4,2025-07-24,,,,
37841,76.718.671-1,2025-07-24,,,,
37842,77.610.872-3,2025-07-24,,,,
ESCOLARES,M&C,SPA,,,,
37843,76.718.685-1,2025-07-24,,,,
37844,77.628.369-K,SERVICAP,SPA,2025-07-24,,
