Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
46604,77.919.152-4,2025-07-24,,,,
TRANSPORTES,TR,SPA,,,,
46605,76.407.329-0,2025-07-24,,,,
46606,76.383.478-6,2025-07-24,,,,
46607,77.092.687-4,TRANSPORTES,CAT,SPA,2025-07-24,
46608,76.041.924-9,Ionix,2025-07-24,,,
46609,76.613.647-8,2025-07-24,,,,
SERVICIOS,DE,"GESTIÓN,",,,,
46610,76.353.772-2,2025-07-24,,,,
INGENIERIA,Y,SERVICIOS,,,,
46611,76.383.813-7,2025-07-24,,,,
46612,76.365.585-7,2025-07-24,,,,
o'kuingthon,&,berríos,ltda.,,,
FUMIGACION,Y,CONTROL,,,,
46613,76.614.455-1,DE,PLAGAS,MORENO,2025-07-24,
