Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.002.769-1,CARRASCO,PUBLICIDAD,2025-07-24,,,
73905,77.021.343-6,Y,SERVICIOS,REMAC,2025-07-24,
73906,77.481.868-5,PRENDE,SPA,2025-07-24,,
73907,77.575.954-2,2025-07-24,,,,
73908,76.856.182-6,AGENCIA,ACTIVA,2025-07-24,,
73909,77.506.012-3,TORRES,ROCHA,SPA,2025-07-24,
73910,78.032.692-1,CONSTRUCTORA,JYJ,SPA,2025-07-24,
73911,77.579.192-6,PASTELERÍA,CLAUDIO,2025-07-24,,
PEÑA,SAEZ,E.I.R.L.,,,,
73912,77.555.097-K,FIL,SPA,2025-07-24,,
INDUSTRIAL,Y,COMERCIAL,,,,
73913,77.507.670-4,PINXCEL,GRAPHICS,2025-07-24,,
73914,77.481.917-7,2025-07-24,,,,
DONAIRE,GLORIA,SPA,,,,
