Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.837.470-8,OLLIER,NUNEZ,LIMITADA,2025-07-24,,,
57089,76.257.207-9,DG,MEDIOS,SPA,2025-07-24,,
57090,78.182.773-8,NEUMÁTICOS,PRO,SPA,2025-07-24,,
SERVICIOS,DE,MARKETING,Y,,,,
57091,78.816.510-2,MERCHANDI,SING,BULLET,2025-07-24,,
57092,76.851.518-2,LEVER,AND,MURPHY,CO.,SPA,2025-07-24
57093,78.183.312-6,ERAUZA,SPA,2025-07-24,,,
57094,78.820.040-4,2025-07-24,,,,,
57095,76.426.011-2,EyR,SpA,2025-07-24,,,
57096,76.029.126-9,Comercial,Fenix,2025-07-24,,,
57097,76.752.408-0,ESAF,SEGURIDAD,SPA,2025-07-24,,
57098,76.780.303-6,CONSTRUCTORA,CRISTIAN,2025-07-24,,,
ANDRES,VILLAR,C,,,,,
