Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.158.276-K,REDES,Y,DATOS,DE,2025-07-24,
FACCONE,ARIAS,SPA,,,,
85145,78.072.717-9,2025-07-24,,,,
STIEBLER,Y,GOMEZ,,,,
85146,77.963.685-2,CLIC,Y,COMPRA,SPA,2025-07-24
85147,78.067.658-2,ZARCH,SPA,2025-07-24,,
"OTEC,",CAPACITACIÓN,Y,,,,
85148,78.158.419-3,2025-07-24,,,,
85149,78.072.892-2,2025-07-24,,,,
85150,78.010.974-2,2025-07-24,,,,
GÁLVEZ,Y,MORENO,,,,
85151,78.068.277-9,2025-07-24,,,,
SERVICIO,Y,MANTENCION,,,,
85152,77.556.583-7,INDUSTRIAL,MAXBORG,2025-07-24,,
85153,78.158.696-K,J&A,TAVOLA,SPA,2025-07-24,
