Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.316.893-8,COMERCIALIZADORA,2025-07-24,,,
IND,COM,Y,MADERERA,,
81779,76.856.990-8,NACIMIENTO,PATRICIA,2025-07-24,
ELIANA,JARA,LUNA,EIRL,,
81780,77.919.004-8,2025-07-24,,,
81781,77.868.095-5,VMF,INGENIERIA,SPA,2025-07-24
81782,77.994.442-5,2025-07-24,,,
81783,77.822.115-2,2025-07-24,,,
81784,96.530.470-3,CLÍNICA,DAVILA,2025-07-24,
81785,77.863.008-7,INGENIERÍA,Y,2025-07-24,
81786,77.995.065-4,FUTURO,DIGITAL,SPA,2025-07-24
B&B,CLIMATIZACIÓN,Y,,,
81787,77.822.185-3,SERVICIOS,ELÉCTRICOS,2025-07-24,
81788,96.550.820-1,Metalpar,2025-07-24,,
