Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
98233,COCINERÍA,CLAUDIO,MILLA,,,,
98234,77.882.878-2,2025-07-24,,,,,
98235,77.883.222-4,MEVAK,SPA,2025-07-24,,,
AMB,CONSTRUCCIÓN,Y,,,,,
98236,77.883.767-6,2025-07-24,,,,,
DANIELA,PINO,TORTITAS,Y,,,,
98237,77.884.737-K,2025-07-24,,,,,
98238,77.884.945-3,HIDROCALD,SPA,2025-07-24,,,
98239,77.885.084-2,INVERSIONES,NGE,04,SPA,2025-07-24,
INMOBILIARIA,Y,SERVICIOS,,,,,
98240,77.885.389-2,2025-07-24,,,,,
98241,77.885.843-6,TELECOMUNICACIONES,Y,2025-07-24,,,
98242,77.886.219-0,LETREROS,DAVINCI,SPA,2025-07-24,,
98243,77.886.659-5,TRANSPORTES,G,Y,F,SPA,2025-07-24
