Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.168.448-3,CYA,SERVICIOS,LIMITADA,2025-07-24,
ALEPH,DISEÑO,NATHIA,,,
65340,77.164.333-7,2025-07-24,,,
comercializadora,de,maderas,,,
65341,76.093.115-2,2025-07-24,,,
65342,77.100.801-1,LIFUSAN,SPA,2025-07-24,
65343,77.353.813-1,DIANTO,SPA,2025-07-24,
CAFETERIA,BENAVIDES,&,,,
65344,77.701.575-3,2025-07-24,,,
65345,76.393.076-9,IMPRENTA,LUKAS,EIRL,2025-07-24
RENE,MOYA,"MENDEZ,",,,
65346,76.093.692-8,2025-07-24,,,
AGUA,ICECK,EJNOCH,,,
65347,77.101.419-4,2025-07-24,,,
ONACHT,BRAVO,E.I.R.L.,,,
65348,77.068.124-3,ABCD,SPA,2025-07-24,
65349,76.648.211-2,2025-07-24,,,
